CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
6.848000000000001,javascript  react  html/css,ai/ml,AI Researcher,23.0,Male,Delhi,B.Sc,BBA,Working Professional,time management  teamwork,Telugu,azure  machine learning,Remote,Social,Startup Experience,Unknown,leadership,No,javascript  react  html/css ai/ml time management  teamwork azure  machine learning leadership
8.846,java  react,marketing,SEO Analyst,20.0,Male,Pune,12th,Civil,Working Professional,creativity  problem solving,Telugu,machine learning  aws,Field Work,Creative,Part-time Job,Awarded Best Project,problem solving,No,java  react marketing creativity  problem solving machine learning  aws problem solving
6.133,sql,design,Product Designer,25.0,Female,Chennai,MCA,IT,Working Professional,leadership,Telugu,unknown,Hybrid,Creative,Startup Experience,Top Performer,teamwork,No,sql design leadership unknown teamwork
6.393,sql,management,Operations Manager,24.0,Female,Vizag,10th,Civil,Graduate,communication,"Tamil, Marathi",data science  gcp,Office,Technical,Part-time Job,Awarded Best Project,data analysis,No,sql management communication data science  gcp data analysis
6.223,react  data analysis,cybersecurity,Cybersecurity Analyst,30.0,Male,Amalapuram,B.Sc,IT,Graduate,problem solving  teamwork,"Kannada, Hindi",azure,Office,Social,Part-time Job,Published Paper,data analysis,No,react  data analysis cybersecurity problem solving  teamwork azure data analysis
5.901,sql  java  javascript,marketing,Digital Marketing Specialist,19.0,Other,Chennai,10th,Mechanical,Graduate,creativity  problem solving,"Hindi, Tamil",aws  machine learning,Office,Analytical,Unknown,Employee of the Month,problem solving,No,sql  java  javascript marketing creativity  problem solving aws  machine learning problem solving
5.769,node.js,software development,Software Engineer,24.0,Male,Vizag,MCA,IT,Student,leadership,Telugu,unknown,Office,Creative,Research Assistant,Employee of the Month,leadership,No,node.js software development leadership unknown leadership
9.603,c++,marketing,Digital Marketing Specialist,24.0,Other,Delhi,MBA,ECE,Working Professional,teamwork  creativity,Tamil,unknown,Field Work,Social,Freelance Project,Top Performer,programming,No,c++ marketing teamwork  creativity unknown programming
8.15,html/css,marketing,SEO Analyst,25.0,Other,Hyderabad,MCA,Mechanical,Student,teamwork,"Marathi, Hindi",data science  python,Field Work,Technical,Part-time Job,Top Performer,teamwork,No,html/css marketing teamwork data science  python teamwork
9.334,node.js  html/css,data science,Data Analyst,27.0,Female,Hyderabad,MCA,Commerce,Student,creativity  problem solving  leadership,"English, Tamil",gcp,Hybrid,Analytical,Internship at XYZ,Top Performer,leadership,No,node.js  html/css data science creativity  problem solving  leadership gcp leadership
6.107,python  html/css  c++,design,Graphic Designer,20.0,Other,Mumbai,MBA,CSE,Working Professional,problem solving  time management  leadership,"Marathi, English",gcp  machine learning,Field Work,Creative,Startup Experience,Employee of the Month,project management,No,python  html/css  c++ design problem solving  time management  leadership gcp  machine learning project management
5.866,python  c++,data science,Business Analyst,23.0,Female,Chennai,M.Sc,Civil,Student,leadership  teamwork,Marathi,unknown,Office,Technical,Part-time Job,Awarded Best Project,teamwork,Yes,python  c++ data science leadership  teamwork unknown teamwork
9.337,data analysis  python  java,management,Project Manager,23.0,Male,Delhi,M.Tech,CSE,Working Professional,communication  leadership  teamwork,English,gcp,Field Work,Analytical,Internship at XYZ,Unknown,leadership,Yes,data analysis  python  java management communication  leadership  teamwork gcp leadership
8.784,node.js  sql,design,Product Designer,29.0,Other,Hyderabad,MCA,Mechanical,Student,creativity  communication,Telugu,unknown,Office,Creative,Internship at XYZ,Unknown,project management,Yes,node.js  sql design creativity  communication unknown project management
9.478,data analysis,software development,Backend Developer,29.0,Other,Bangalore,B.Tech,Commerce,Graduate,time management  leadership,"Marathi, Tamil",unknown,Office,Social,Startup Experience,Awarded Best Project,teamwork,Yes,data analysis software development time management  leadership unknown teamwork
8.05,java  node.js  python,ai/ml,Deep Learning Engineer,27.0,Other,Delhi,MCA,IT,Working Professional,time management  problem solving,Marathi,data science  python,Remote,Creative,Freelance Project,Awarded Best Project,project management,Yes,java  node.js  python ai/ml time management  problem solving data science  python project management
5.902,data analysis  java,marketing,SEO Analyst,28.0,Male,Amalapuram,B.Tech,Commerce,Working Professional,problem solving  creativity  communication,English,full stack development  aws,Field Work,Creative,Research Assistant,Published Paper,teamwork,No,data analysis  java marketing problem solving  creativity  communication full stack development  aws teamwork
8.902,javascript  data analysis,data science,Data Analyst,24.0,Other,Pune,M.Sc,Civil,Graduate,leadership,"Hindi, Telugu",unknown,Remote,Analytical,Part-time Job,Hackathon Winner,programming,No,javascript  data analysis data science leadership unknown programming
6.07,javascript,design,UI/UX Designer,25.0,Female,Vizag,12th,Civil,Student,creativity  time management,Tamil,azure,Hybrid,Analytical,Startup Experience,Top Performer,leadership,Yes,javascript design creativity  time management azure leadership
9.279,javascript  java,marketing,Digital Marketing Specialist,18.0,Male,Mumbai,12th,EEE,Student,teamwork  time management  communication,Tamil,unknown,Office,Analytical,Research Assistant,Unknown,teamwork,Yes,javascript  java marketing teamwork  time management  communication unknown teamwork
5.758,html/css,management,Business Manager,18.0,Female,Mumbai,M.Tech,ECE,Student,creativity  problem solving  leadership,"English, Telugu",unknown,Hybrid,Social,Startup Experience,Published Paper,problem solving,Yes,html/css management creativity  problem solving  leadership unknown problem solving
7.404999999999999,react  sql,software development,Backend Developer,27.0,Male,Mumbai,12th,CSE,Working Professional,communication  problem solving,Tamil,machine learning  data science,Field Work,Technical,Internship at XYZ,Published Paper,problem solving,Yes,react  sql software development communication  problem solving machine learning  data science problem solving
9.287,node.js  javascript,software development,Frontend Developer,26.0,Male,Chennai,B.Sc,IT,Graduate,communication  time management  problem solving,"Telugu, English",full stack development  aws,Remote,Creative,Part-time Job,Employee of the Month,teamwork,No,node.js  javascript software development communication  time management  problem solving full stack development  aws teamwork
8.706999999999999,javascript  c++,ai/ml,Deep Learning Engineer,23.0,Other,Mumbai,12th,ECE,Graduate,leadership,Kannada,machine learning  full stack development,Remote,Social,Unknown,Employee of the Month,data analysis,No,javascript  c++ ai/ml leadership machine learning  full stack development data analysis
8.477,data analysis  python  sql,ai/ml,Deep Learning Engineer,29.0,Female,Chennai,10th,BBA,Working Professional,communication  teamwork,Hindi,machine learning  gcp,Office,Social,Part-time Job,Employee of the Month,programming,Yes,data analysis  python  sql ai/ml communication  teamwork machine learning  gcp programming
6.855,python  html/css  data analysis,cybersecurity,Cybersecurity Analyst,25.0,Male,Pune,M.Sc,ECE,Graduate,time management  creativity,"Telugu, Marathi",python  azure,Field Work,Creative,Research Assistant,Unknown,teamwork,No,python  html/css  data analysis cybersecurity time management  creativity python  azure teamwork
8.418000000000001,react  node.js  data analysis,cybersecurity,Cybersecurity Analyst,26.0,Other,Mumbai,B.Sc,IT,Graduate,time management  communication,Hindi,unknown,Hybrid,Technical,Unknown,Awarded Best Project,data analysis,Yes,react  node.js  data analysis cybersecurity time management  communication unknown data analysis
5.294,sql  html/css  data analysis,design,UI/UX Designer,18.0,Female,Bangalore,12th,BBA,Working Professional,problem solving  communication  leadership,"Tamil, Hindi",python  machine learning,Remote,Analytical,Startup Experience,Unknown,problem solving,No,sql  html/css  data analysis design problem solving  communication  leadership python  machine learning problem solving
8.553,sql,cybersecurity,Cybersecurity Analyst,27.0,Male,Mumbai,B.Tech,EEE,Working Professional,problem solving  creativity  teamwork,English,azure,Remote,Analytical,Research Assistant,Unknown,project management,Yes,sql cybersecurity problem solving  creativity  teamwork azure project management
9.052,sql  react  c++,marketing,Marketing Executive,29.0,Other,Chennai,10th,Commerce,Student,teamwork,Telugu,unknown,Field Work,Creative,Internship at XYZ,Published Paper,project management,No,sql  react  c++ marketing teamwork unknown project management
8.744,python,cybersecurity,Cybersecurity Analyst,27.0,Male,Delhi,M.Sc,EEE,Student,problem solving  leadership,"Hindi, English",gcp  aws,Hybrid,Technical,Startup Experience,Employee of the Month,problem solving,No,python cybersecurity problem solving  leadership gcp  aws problem solving
7.287000000000001,java  html/css,management,Project Manager,24.0,Other,Delhi,MCA,EEE,Graduate,teamwork,"Telugu, Kannada",gcp  data science,Field Work,Analytical,Freelance Project,Unknown,leadership,No,java  html/css management teamwork gcp  data science leadership
5.228,sql,marketing,SEO Analyst,20.0,Other,Hyderabad,M.Tech,IT,Graduate,time management  problem solving,"Marathi, English",full stack development,Hybrid,Technical,Unknown,Unknown,data analysis,Yes,sql marketing time management  problem solving full stack development data analysis
5.978,python  react,ai/ml,Deep Learning Engineer,20.0,Other,Bangalore,10th,EEE,Student,communication  time management  creativity,"Tamil, Telugu",machine learning  aws,Field Work,Creative,Research Assistant,Hackathon Winner,programming,No,python  react ai/ml communication  time management  creativity machine learning  aws programming
6.103,java,marketing,Marketing Executive,24.0,Other,Mumbai,MBA,EEE,Working Professional,leadership,"Tamil, Kannada",gcp  full stack development,Remote,Technical,Part-time Job,Hackathon Winner,data analysis,Yes,java marketing leadership gcp  full stack development data analysis
7.928,java  python  html/css,software development,Software Engineer,22.0,Other,Delhi,B.Sc,Commerce,Graduate,problem solving  communication  time management,Tamil,unknown,Field Work,Creative,Freelance Project,Hackathon Winner,problem solving,No,java  python  html/css software development problem solving  communication  time management unknown problem solving
7.282999999999999,node.js  react  c++,design,UI/UX Designer,22.0,Other,Amalapuram,M.Sc,BBA,Working Professional,teamwork  communication,Kannada,python  gcp,Office,Creative,Unknown,Awarded Best Project,project management,No,node.js  react  c++ design teamwork  communication python  gcp project management
9.789,data analysis,cybersecurity,Security Engineer,20.0,Male,Amalapuram,B.Tech,Commerce,Working Professional,communication  teamwork  problem solving,"Kannada, Tamil",gcp,Remote,Creative,Unknown,Employee of the Month,project management,No,data analysis cybersecurity communication  teamwork  problem solving gcp project management
9.425,react  c++  javascript,design,Product Designer,21.0,Female,Bangalore,10th,IT,Working Professional,teamwork,"Kannada, English",unknown,Remote,Creative,Internship at XYZ,Hackathon Winner,data analysis,Yes,react  c++  javascript design teamwork unknown data analysis
