CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
7.946,"Node.js, Data Analysis, Python",Design,UI/UX Designer,20,Male,Mumbai,MBA,Mechanical,Working Professional,"Teamwork, Problem Solving","Hindi, Kannada","Azure, AWS",Field Work,Analytical,Part-time Job,Hackathon Winner,Problem Solving,Yes
9.53,"C++, Java, SQL",Cybersecurity,Ethical Hacker,26,Female,Vizag,12th,Commerce,Student,Communication,"Hindi, Kannada","Full Stack Development, Azure",Field Work,Creative,Part-time Job,Top Performer,Data Analysis,Yes
7.618,React,Marketing,Marketing Executive,19,Female,Bangalore,B.Tech,IT,Working Professional,"Time Management, Teamwork",Tamil,,Remote,Analytical,Startup Experience,Published Paper,Teamwork,No
8.841,React,Management,Project Manager,30,Female,Amalapuram,M.Tech,Mechanical,Graduate,"Teamwork, Communication, Problem Solving",Hindi,,Office,Technical,Freelance Project,Employee of the Month,Leadership,Yes
5.093,SQL,Software Development,Backend Developer,27,Other,Chennai,M.Sc,CSE,Student,"Creativity, Communication, Teamwork",Kannada,,Remote,Analytical,Part-time Job,Top Performer,Teamwork,No
9.159,"Java, Python",Data Science,Data Scientist,23,Other,Amalapuram,12th,Civil,Working Professional,"Problem Solving, Communication, Time Management",English,"Azure, AWS",Office,Analytical,Internship at XYZ,Awarded Best Project,Problem Solving,Yes
5.202,"React, Python, C++",Design,UI/UX Designer,23,Female,Mumbai,M.Tech,CSE,Working Professional,"Time Management, Communication",Kannada,AWS,Office,Social,Internship at XYZ,,Data Analysis,Yes
5.5649999999999995,"C++, HTML/CSS, SQL",Management,Operations Manager,21,Female,Delhi,MCA,Civil,Graduate,"Creativity, Teamwork",Marathi,GCP,Office,Technical,Research Assistant,Published Paper,Programming,Yes
9.724,C++,Management,Project Manager,24,Male,Vizag,10th,Civil,Working Professional,"Communication, Problem Solving",Tamil,,Hybrid,Social,Research Assistant,Awarded Best Project,Problem Solving,Yes
8.020999999999999,"JavaScript, C++, Java",Marketing,Digital Marketing Specialist,21,Female,Chennai,12th,EEE,Working Professional,Creativity,"Hindi, Kannada",AWS,Remote,Analytical,Internship at XYZ,Hackathon Winner,Project Management,No
7.664,Python,AI/ML,Machine Learning Engineer,26,Female,Delhi,MCA,Civil,Graduate,"Leadership, Time Management","Tamil, English",,Remote,Analytical,Startup Experience,Published Paper,Problem Solving,No
8.626000000000001,Java,Management,Project Manager,29,Female,Amalapuram,12th,Civil,Graduate,"Creativity, Teamwork","Marathi, Kannada",AWS,Field Work,Analytical,Part-time Job,Top Performer,Project Management,Yes
8.541,"Node.js, SQL",AI/ML,AI Researcher,21,Male,Amalapuram,10th,EEE,Student,"Leadership, Communication",Hindi,"Full Stack Development, Azure",Hybrid,Creative,Freelance Project,,Leadership,No
7.95,"Python, Data Analysis, JavaScript",Management,Business Manager,22,Male,Vizag,M.Tech,CSE,Graduate,"Time Management, Problem Solving, Communication",Hindi,"Machine Learning, Data Science",Field Work,Creative,Freelance Project,Employee of the Month,Programming,No
6.586,C++,Management,Project Manager,24,Male,Amalapuram,B.Sc,Civil,Graduate,"Leadership, Problem Solving, Time Management",Hindi,,Remote,Creative,,Awarded Best Project,Teamwork,No
9.586,"React, JavaScript",Cybersecurity,Cybersecurity Analyst,30,Other,Pune,M.Tech,IT,Graduate,"Communication, Creativity, Time Management",Kannada,Python,Office,Creative,Freelance Project,,Programming,Yes
6.1579999999999995,Node.js,Cybersecurity,Security Engineer,20,Female,Bangalore,M.Tech,Commerce,Graduate,"Problem Solving, Teamwork, Leadership","Telugu, Kannada","Data Science, AWS",Field Work,Analytical,Freelance Project,Awarded Best Project,Leadership,No
9.184000000000001,"C++, JavaScript",Data Science,Data Scientist,24,Male,Hyderabad,B.Sc,EEE,Working Professional,"Problem Solving, Teamwork","Kannada, Tamil","Data Science, Full Stack Development",Office,Social,Part-time Job,Hackathon Winner,Leadership,Yes
8.673,"Java, C++, React",Software Development,Backend Developer,20,Male,Amalapuram,MCA,Civil,Working Professional,"Time Management, Leadership, Creativity","Tamil, English",,Remote,Social,Part-time Job,Hackathon Winner,Project Management,No
6.307,"JavaScript, Java",AI/ML,AI Researcher,21,Male,Mumbai,12th,IT,Graduate,"Leadership, Creativity",Tamil,,Office,Creative,Startup Experience,,Problem Solving,No
9.626000000000001,"JavaScript, Python",AI/ML,Deep Learning Engineer,30,Other,Chennai,12th,CSE,Working Professional,"Creativity, Leadership",Marathi,"AWS, Machine Learning",Office,Analytical,Internship at XYZ,Employee of the Month,Project Management,No
8.949,"JavaScript, Java, HTML/CSS",Data Science,Business Analyst,23,Other,Pune,B.Tech,EEE,Student,"Communication, Creativity",Marathi,"Machine Learning, Azure",Remote,Social,Internship at XYZ,Top Performer,Teamwork,Yes
7.117,"JavaScript, React",Data Science,Business Analyst,27,Other,Delhi,12th,ECE,Student,"Creativity, Problem Solving, Leadership","Marathi, English","Data Science, GCP",Field Work,Analytical,Research Assistant,Awarded Best Project,Teamwork,No
7.984,"HTML/CSS, C++, Java",Cybersecurity,Security Engineer,28,Male,Amalapuram,10th,Mechanical,Student,"Teamwork, Leadership","Kannada, Telugu","Full Stack Development, Machine Learning",Remote,Technical,Part-time Job,Published Paper,Leadership,Yes
5.787,"HTML/CSS, Node.js, Java",Management,Business Manager,18,Other,Mumbai,12th,IT,Working Professional,"Creativity, Time Management","Tamil, Hindi","AWS, Python",Office,Technical,Research Assistant,Awarded Best Project,Programming,Yes
8.666,React,Data Science,Data Analyst,20,Other,Mumbai,MBA,IT,Graduate,"Leadership, Teamwork",Hindi,Machine Learning,Hybrid,Analytical,Part-time Job,Published Paper,Leadership,Yes
7.667,Data Analysis,Cybersecurity,Cybersecurity Analyst,30,Male,Pune,MBA,CSE,Graduate,"Leadership, Teamwork, Communication",Hindi,Machine Learning,Remote,Creative,,Published Paper,Problem Solving,No
7.651999999999999,JavaScript,Software Development,Full Stack Developer,28,Other,Chennai,B.Tech,ECE,Student,"Teamwork, Creativity","English, Telugu",,Office,Analytical,Freelance Project,,Teamwork,No
5.443,"Java, SQL",Marketing,Digital Marketing Specialist,18,Other,Vizag,B.Tech,CSE,Student,Leadership,"Tamil, Kannada","GCP, Data Science",Hybrid,Social,Research Assistant,Hackathon Winner,Teamwork,No
5.133,"Data Analysis, Java",Design,UI/UX Designer,24,Other,Amalapuram,10th,IT,Student,"Teamwork, Creativity, Leadership","Kannada, Telugu",,Field Work,Analytical,Research Assistant,,Teamwork,No
7.5920000000000005,"Python, Node.js",Software Development,Backend Developer,30,Male,Pune,MBA,CSE,Working Professional,Creativity,English,Full Stack Development,Field Work,Social,Part-time Job,Employee of the Month,Problem Solving,No
7.67,Java,Design,Graphic Designer,20,Male,Hyderabad,M.Tech,Commerce,Student,"Teamwork, Communication",English,,Remote,Creative,,,Problem Solving,Yes
5.0329999999999995,"Java, C++",Cybersecurity,Security Engineer,22,Female,Bangalore,B.Sc,ECE,Working Professional,"Communication, Leadership, Time Management","Tamil, English",,Hybrid,Social,Freelance Project,Awarded Best Project,Problem Solving,No
5.668,Java,AI/ML,Deep Learning Engineer,19,Female,Bangalore,M.Sc,IT,Student,"Teamwork, Time Management","Hindi, English",,Field Work,Creative,Research Assistant,Employee of the Month,Data Analysis,No
9.872,"HTML/CSS, React",AI/ML,AI Researcher,19,Male,Bangalore,10th,Mechanical,Graduate,Problem Solving,Hindi,AWS,Office,Social,Internship at XYZ,Awarded Best Project,Problem Solving,No
8.34,Python,AI/ML,Deep Learning Engineer,18,Male,Delhi,10th,EEE,Student,"Problem Solving, Communication",Telugu,Data Science,Remote,Creative,Internship at XYZ,,Programming,Yes
5.843999999999999,"HTML/CSS, Node.js",Marketing,SEO Analyst,21,Male,Hyderabad,MBA,Commerce,Working Professional,"Communication, Problem Solving","Kannada, English",,Office,Analytical,Startup Experience,Employee of the Month,Problem Solving,No
9.559000000000001,"C++, React, Java",AI/ML,Machine Learning Engineer,23,Other,Mumbai,MCA,ECE,Student,Time Management,"English, Marathi",,Field Work,Technical,Research Assistant,Published Paper,Leadership,No
9.562000000000001,"C++, Node.js, JavaScript",Management,Operations Manager,21,Other,Mumbai,MCA,IT,Student,"Leadership, Teamwork, Creativity",English,"Python, Full Stack Development",Remote,Creative,Internship at XYZ,Employee of the Month,Programming,No
7.978,"Python, SQL, JavaScript",AI/ML,Machine Learning Engineer,18,Other,Hyderabad,MBA,Commerce,Student,"Problem Solving, Leadership, Creativity","Hindi, Marathi",AWS,Hybrid,Creative,Internship at XYZ,Awarded Best Project,Project Management,Yes
9.931000000000001,"Java, React",Design,Product Designer,20,Other,Amalapuram,MBA,IT,Student,Leadership,"English, Tamil",,Hybrid,Social,Startup Experience,Published Paper,Project Management,No
6.425,Node.js,Management,Project Manager,21,Female,Amalapuram,M.Sc,EEE,Working Professional,"Leadership, Creativity, Time Management",Telugu,"Full Stack Development, Data Science",Hybrid,Analytical,Part-time Job,Hackathon Winner,Leadership,Yes
9.306999999999999,"Python, C++, React",Software Development,Software Engineer,18,Female,Vizag,10th,Commerce,Working Professional,"Problem Solving, Communication","Marathi, Telugu","Machine Learning, Python",Field Work,Technical,Startup Experience,,Programming,No
8.587,"Data Analysis, JavaScript, HTML/CSS",Marketing,Digital Marketing Specialist,20,Other,Delhi,12th,Civil,Working Professional,"Time Management, Leadership","Marathi, Kannada",GCP,Remote,Creative,Part-time Job,Employee of the Month,Programming,No
6.845000000000001,"Data Analysis, Node.js, C++",Data Science,Data Scientist,29,Other,Chennai,10th,IT,Graduate,"Leadership, Time Management","English, Telugu",,Hybrid,Technical,,Employee of the Month,Leadership,No
7.511,HTML/CSS,Software Development,Full Stack Developer,27,Female,Chennai,M.Tech,Civil,Working Professional,"Time Management, Teamwork","Tamil, English",Data Science,Remote,Analytical,,,Programming,Yes
7.298,"Python, Data Analysis, SQL",Cybersecurity,Ethical Hacker,30,Female,Bangalore,12th,Civil,Working Professional,Creativity,Kannada,"Data Science, Full Stack Development",Office,Analytical,Internship at XYZ,,Leadership,Yes
5.474,"JavaScript, Data Analysis, Python",AI/ML,Machine Learning Engineer,21,Male,Vizag,12th,ECE,Working Professional,Communication,Marathi,"AWS, Azure",Office,Analytical,Part-time Job,,Project Management,No
7.6290000000000004,JavaScript,Cybersecurity,Ethical Hacker,21,Female,Vizag,MCA,Mechanical,Graduate,Leadership,Tamil,"Azure, Full Stack Development",Hybrid,Technical,Internship at XYZ,Top Performer,Leadership,Yes
7.659000000000001,SQL,Data Science,Data Analyst,19,Other,Pune,M.Sc,Civil,Working Professional,Leadership,"Telugu, Kannada",Full Stack Development,Office,Creative,,,Teamwork,No
5.421,Java,AI/ML,AI Researcher,26,Male,Pune,10th,BBA,Working Professional,Communication,"Hindi, English",Azure,Remote,Creative,Startup Experience,Published Paper,Problem Solving,Yes
6.025,"Python, React",Data Science,Data Analyst,19,Other,Hyderabad,12th,IT,Graduate,Communication,"Hindi, Marathi",Data Science,Field Work,Social,Freelance Project,Awarded Best Project,Problem Solving,No
5.833,Data Analysis,Cybersecurity,Security Engineer,23,Male,Bangalore,10th,CSE,Student,Time Management,Hindi,"GCP, Machine Learning",Office,Technical,Part-time Job,Top Performer,Teamwork,Yes
9.02,"JavaScript, Data Analysis",Design,UI/UX Designer,30,Male,Pune,M.Sc,BBA,Graduate,"Creativity, Time Management",Tamil,"AWS, GCP",Office,Technical,Internship at XYZ,Top Performer,Project Management,Yes
5.326,Python,Management,Project Manager,28,Female,Mumbai,10th,CSE,Graduate,"Problem Solving, Leadership, Time Management","Hindi, Telugu",,Remote,Technical,Part-time Job,Published Paper,Project Management,No
6.412999999999999,Data Analysis,AI/ML,Deep Learning Engineer,28,Male,Delhi,12th,EEE,Student,Creativity,Marathi,,Remote,Technical,Research Assistant,Awarded Best Project,Teamwork,Yes
8.136,Python,Marketing,Digital Marketing Specialist,27,Male,Chennai,12th,Mechanical,Student,Creativity,Kannada,,Remote,Analytical,,Awarded Best Project,Project Management,No
8.8,C++,Management,Business Manager,25,Male,Pune,B.Tech,ECE,Graduate,Leadership,"Marathi, Hindi","Data Science, AWS",Hybrid,Technical,,Published Paper,Problem Solving,Yes
5.729,"Python, Data Analysis, Java",AI/ML,Deep Learning Engineer,30,Other,Mumbai,10th,BBA,Graduate,Communication,"English, Telugu",Machine Learning,Field Work,Social,Startup Experience,Hackathon Winner,Data Analysis,No
8.184999999999999,"C++, Data Analysis, SQL",Marketing,Marketing Executive,29,Female,Mumbai,M.Sc,EEE,Graduate,Time Management,Kannada,"Azure, AWS",Remote,Creative,Part-time Job,,Data Analysis,No
9.6,"JavaScript, Python, Java",Cybersecurity,Security Engineer,18,Female,Bangalore,M.Tech,CSE,Working Professional,Creativity,Tamil,,Office,Social,Freelance Project,Top Performer,Programming,Yes
5.025,"Java, Python, Node.js",Data Science,Data Analyst,29,Male,Chennai,MBA,Mechanical,Working Professional,"Time Management, Teamwork, Communication",English,"AWS, Python",Hybrid,Analytical,Part-time Job,Published Paper,Problem Solving,Yes
6.384,"SQL, JavaScript, React",Cybersecurity,Cybersecurity Analyst,24,Female,Pune,MCA,Civil,Student,Problem Solving,Tamil,"Azure, Python",Remote,Technical,Internship at XYZ,Published Paper,Teamwork,No
5.923,HTML/CSS,AI/ML,Machine Learning Engineer,18,Male,Vizag,MCA,BBA,Working Professional,"Time Management, Problem Solving","Marathi, English",GCP,Office,Social,,Published Paper,Programming,Yes
5.037,"Data Analysis, HTML/CSS, C++",AI/ML,AI Researcher,29,Other,Hyderabad,M.Tech,BBA,Graduate,"Leadership, Problem Solving",Hindi,"Full Stack Development, Python",Hybrid,Analytical,Research Assistant,Top Performer,Problem Solving,No
6.392,"Node.js, JavaScript",AI/ML,AI Researcher,21,Male,Vizag,10th,Commerce,Working Professional,"Teamwork, Creativity, Communication","Marathi, English",Python,Field Work,Analytical,Research Assistant,Published Paper,Problem Solving,No
9.794,JavaScript,Cybersecurity,Ethical Hacker,30,Other,Mumbai,MBA,ECE,Graduate,Creativity,"Telugu, Hindi",,Field Work,Creative,Internship at XYZ,Top Performer,Data Analysis,Yes
8.833,"HTML/CSS, SQL",Marketing,Digital Marketing Specialist,19,Female,Hyderabad,MCA,Civil,Graduate,"Time Management, Leadership, Communication","Marathi, Hindi","Full Stack Development, Azure",Remote,Social,,Awarded Best Project,Leadership,Yes
8.795,"JavaScript, HTML/CSS, Node.js",Marketing,Digital Marketing Specialist,20,Other,Hyderabad,B.Tech,BBA,Graduate,"Creativity, Communication, Leadership",Marathi,Azure,Remote,Social,Research Assistant,Published Paper,Teamwork,No
8.399,"SQL, C++",Design,Product Designer,18,Other,Delhi,M.Tech,ECE,Student,"Communication, Creativity, Teamwork",Marathi,Python,Field Work,Technical,Freelance Project,Hackathon Winner,Leadership,Yes
5.601,"SQL, HTML/CSS, Node.js",AI/ML,Machine Learning Engineer,19,Female,Delhi,MBA,IT,Working Professional,"Creativity, Teamwork",Hindi,,Remote,Social,Research Assistant,Hackathon Winner,Problem Solving,Yes
5.958,HTML/CSS,Marketing,Digital Marketing Specialist,19,Other,Chennai,B.Tech,ECE,Student,"Creativity, Communication","Hindi, Telugu",Data Science,Field Work,Technical,Internship at XYZ,Hackathon Winner,Programming,Yes
7.353,"JavaScript, Node.js, C++",Software Development,Frontend Developer,25,Other,Amalapuram,M.Sc,BBA,Graduate,Leadership,"Hindi, Telugu",,Hybrid,Creative,,,Leadership,No
7.383,"C++, SQL",Management,Business Manager,20,Other,Chennai,M.Tech,EEE,Student,"Problem Solving, Time Management, Leadership","Hindi, English","GCP, Full Stack Development",Office,Analytical,Part-time Job,Awarded Best Project,Leadership,Yes
9.501999999999999,"SQL, HTML/CSS",AI/ML,Machine Learning Engineer,18,Other,Amalapuram,M.Tech,Civil,Student,Teamwork,Hindi,"Azure, Python",Field Work,Technical,,Awarded Best Project,Teamwork,No
6.986,"JavaScript, Data Analysis",Marketing,Digital Marketing Specialist,22,Male,Bangalore,B.Sc,Civil,Student,Leadership,"Marathi, Kannada",,Field Work,Analytical,Research Assistant,Published Paper,Leadership,No
8.022,C++,Cybersecurity,Security Engineer,26,Other,Bangalore,B.Tech,BBA,Student,"Time Management, Problem Solving",English,Data Science,Field Work,Creative,Part-time Job,Employee of the Month,Teamwork,No
8.562999999999999,"C++, Node.js",Design,Product Designer,25,Other,Chennai,10th,IT,Working Professional,"Leadership, Teamwork, Time Management","Kannada, Hindi",Machine Learning,Hybrid,Social,Freelance Project,Awarded Best Project,Project Management,No
9.285,Java,AI/ML,Deep Learning Engineer,18,Female,Mumbai,M.Tech,IT,Working Professional,"Leadership, Time Management","Telugu, Marathi",,Office,Creative,Internship at XYZ,Published Paper,Data Analysis,Yes
7.976999999999999,Java,Cybersecurity,Security Engineer,26,Other,Vizag,MCA,Mechanical,Student,"Teamwork, Time Management, Leadership",Marathi,,Office,Technical,Internship at XYZ,,Problem Solving,No
5.49,HTML/CSS,Marketing,SEO Analyst,20,Other,Pune,MCA,CSE,Graduate,"Problem Solving, Teamwork, Communication",Telugu,"Machine Learning, AWS",Office,Analytical,,,Teamwork,Yes
